lag_kyr,rho_median_smooth,rho_lo5_smooth,rho_hi95_smooth,rho_mean_raw
-8.0,0.2855043373387693,0.2650188930536329,0.3139500481651547,0.2783924821560665
-7.0,0.3028388492644519,0.27984877526300966,0.3178155194632016,0.30216653744715194
-6.0,0.3175948295719165,0.29948333885904516,0.33038640858853807,0.31689770110595133
-5.0,0.32983329836623276,0.3110502115377316,0.3424985384511551,0.3258510692443613
-4.0,0.33695744941934425,0.32548507041009883,0.358321997526334,0.3470635565612936
-3.0,0.34754174528048504,0.33048524464782275,0.3630723496096528,0.34660065588399314
-2.0,0.35109276152626445,0.32341201191285135,0.3690130586428738,0.34997142451547975
-1.0,0.3496083541441607,0.3145651164658355,0.3719377433049886,0.3408484742754968
0.0,0.35282856082855507,0.32312536534914044,0.3706098478704921,0.35094380194801444
1.0,0.3602535403462509,0.33313454543274457,0.37417452503118315,0.3625255240022004
2.0,0.3635233914951883,0.3312851645637008,0.3802047669471612,0.35987073202125547
3.0,0.36497362601307043,0.3266449737754518,0.38459949904665475,0.36742023497083576
4.0,0.36354788445759945,0.32357536180230795,0.38440997450151876,0.3538774082978832
5.0,0.36292225153855795,0.32948701359462484,0.38791434164809757,0.3656871570467253
6.0,0.35819130299786106,0.3217878416632966,0.3871921352239572,0.3551016413666205
7.0,0.349962706336204,0.31976788692331864,0.37549087325815356,0.3408821593751888
8.0,0.35005776197689265,0.3153149414430873,0.3798714290860505,0.351073612851641
