lag_kyr,rho_median_smooth,rho_lo5_smooth,rho_hi95_smooth,rho_mean_raw
-8.0,0.407219864544927,0.3571757940577423,0.4251281200043589,0.4015026468843822
-7.0,0.401798496592329,0.36806024564207274,0.42094077340799946,0.39093523718434714
-6.0,0.40308657626867106,0.38048807750373304,0.4257974470539729,0.40786936714195604
-5.0,0.40679510626557613,0.3845140268222089,0.41878565007686847,0.4077102654682087
-4.0,0.4053978275597936,0.3775306293403414,0.42644021053925585,0.4015141852261187
-3.0,0.39545762611830737,0.3818855729768443,0.42409807671725575,0.3970742475714856
-2.0,0.4030933219228297,0.3724517281344305,0.4294190050014034,0.40085445231428063
-1.0,0.4017493052912592,0.3830590203489652,0.419254460245844,0.4016138341342109
0.0,0.40153988314722266,0.38239321749119004,0.4153185296155114,0.4008649755298997
1.0,0.39787315824232905,0.38532964525828195,0.4149795182144245,0.4020492638932279
2.0,0.39604760811460654,0.3791234189784038,0.4076708159774381,0.3948088422211432
3.0,0.3945964379949965,0.37072121345767867,0.4081169853841822,0.3871028322217493
4.0,0.4015455270469367,0.3762474608889184,0.4196579558164826,0.39981350330568166
5.0,0.40142519310417557,0.3869052748242743,0.4342298426043227,0.4123762872230364
6.0,0.4069692216743419,0.38936849263565404,0.4416631842159645,0.41089559346269483
7.0,0.4052835404549525,0.38014068112203664,0.4388314999226692,0.4181500701208776
8.0,0.403355571593922,0.3703413600438511,0.44746199969970957,0.39578295822403137
