age_yrBP,co2_1k,co2_10k
589000.0,246.81671550181406,229.99077208693848
590000.0,248.24176493829367,232.6737634066173
591000.0,237.60413485692575,234.78519612991772
592000.0,228.96773546347873,235.18895001655565
593000.0,230.4308582007403,234.3078462604364
594000.0,237.66759812196003,232.47277264566145
595000.0,236.77402894622423,230.21758240024715
596000.0,224.51925736764835,228.37110178591553
597000.0,216.40637214418757,227.80173162289006
598000.0,217.29926091534207,228.44954453640653
599000.0,224.2648130476706,229.23024119202623
600000.0,229.77695879497765,229.3977443104301
601000.0,231.91043322667096,230.05284110434096
602000.0,235.4458645986436,232.26212378188706
603000.0,238.237824756937,235.63806382618276
604000.0,239.3426293059987,239.37355397872452
605000.0,243.32499688533284,242.77885109859773
606000.0,246.61208414310937,245.62937236981588
607000.0,250.165772587145,248.2163885220213
608000.0,254.6541624407594,250.5870828861038
609000.0,258.3177842464027,252.53790256870872
610000.0,258.2821715071594,254.20654329179098
611000.0,257.78059474872543,255.18928622213986
612000.0,259.15280823946773,255.81402348889424
613000.0,257.74602158298643,256.0657865128096
614000.0,256.02903653682154,255.73794955060924
615000.0,253.15242618882138,254.72671044460202
616000.0,252.85945681065374,253.53840512945393
617000.0,252.68340282629788,252.22562823031268
618000.0,251.37579281875634,250.67293291557826
619000.0,248.20539318633055,249.06501413674823
620000.0,246.39911835567816,247.29851502041817
