LibSize,rho_obs,rho_null_median,rho_null_lo95,rho_null_hi95
77,0.36188965840604853,-0.002236066425442539,-0.07531564444746203,0.07723495464372429
201,0.4076592724693413,-0.004962560564854496,-0.07361547683650796,0.06423681704055903
324,0.4699272039173529,-0.009335679444185223,-0.076181425729912,0.0746420181938572
448,0.49244296412875777,-0.0016639831817653198,-0.09156165572238556,0.08253862841042713
571,0.5286233977450182,-0.0036818279825200848,-0.08763068893733067,0.0880070040251038
695,0.546509469300044,-0.003076322004988542,-0.09513078363947865,0.09201952627850102
