LibSize,rho_obs,rho_null_median,rho_null_lo95,rho_null_hi95
61,0.3755044055832314,-0.004640005388699582,-0.07721760281437304,0.06411193377494226
159,0.38241072529689907,-0.004052046469923304,-0.08971550116641637,0.06766454587471513
257,0.4261542160665815,-0.003439963681880317,-0.07984351298932792,0.0858564631836395
355,0.5302509941463812,-0.0024842030613191615,-0.08552013335505794,0.08971508849935755
453,0.5887241964820336,-0.005308728123118755,-0.095888719351387,0.08958143457086397
551,0.6321832010713179,-0.0003602312544046003,-0.09693590734275943,0.08780555094766675
