LibSize,rho_obs,rho_null_median,rho_null_lo95,rho_null_hi95
61,0.32437490047862905,-0.006702935628824907,-0.07467480803025109,0.09004050015759761
159,0.3670070645166393,-0.0045801777218520716,-0.07479526240078813,0.0862254857290027
257,0.3788326610136866,-0.006719023700894828,-0.08228688513908966,0.085211963831822
355,0.4684047081570835,-0.007458439538316626,-0.08251392053672586,0.10881262635685904
453,0.49657068277959493,-0.007725748326690471,-0.09363798260361747,0.09658368442938627
551,0.5421405899663809,-0.003008647291988685,-0.10767082990641953,0.09891614063971708
