lag_kyr,rho_median_smooth,rho_lo5_smooth,rho_hi95_smooth,rho_mean_raw
-8.0,0.21326840562164406,0.18673787998318542,0.23560778188092707,0.21655929084951145
-7.0,0.20363454336771036,0.19120999883338494,0.22833786846761467,0.20099794168256144
-6.0,0.20500061841627332,0.18703160688537498,0.21572443925554233,0.21389838101720318
-5.0,0.19109351468654479,0.1776814991141014,0.21388340889619167,0.18759885715553828
-4.0,0.1801856529052394,0.16695739263960757,0.19869145433218519,0.18658488380125038
-3.0,0.17430012113673157,0.15829679262489696,0.1898099028398209,0.16689229290548807
-2.0,0.17464606457110593,0.15332301020007733,0.18971709929521538,0.16282122412093059
-1.0,0.18484876770838748,0.16780780423473837,0.20412616511892812,0.1852737816583979
0.0,0.19776566446097293,0.18124544964979752,0.22333739358862806,0.20372202481992194
1.0,0.21768867733480085,0.18931693640112862,0.23509287523423628,0.20825403502899595
2.0,0.23829926854665476,0.21424872854188948,0.24850794963588868,0.23561812346245206
3.0,0.2519150342225747,0.2363993694950885,0.26736660636312787,0.2527214718560793
4.0,0.26413002229224125,0.2530370028036846,0.2879675798232995,0.2786394398070201
5.0,0.2662270070939554,0.251923856944609,0.2885000084111602,0.2678500434925787
6.0,0.2668849833932879,0.24478068883836523,0.2815426893428151,0.26877072665239743
7.0,0.25726850264769663,0.23188218845011313,0.27348866369131253,0.2600070896809781
8.0,0.24592747366425155,0.21250983976289017,0.26719936766775126,0.2356425340566576
