lag_kyr,rho_median_smooth,rho_lo5_smooth,rho_hi95_smooth,rho_mean_raw
-8.0,0.3327487118423617,0.296962707287953,0.35922905283347484,0.33887608389248286
-7.0,0.31366151248687635,0.2909147299395011,0.3401425186743452,0.31335733486506007
-6.0,0.3005903726143259,0.2802600346339427,0.3273868492867726,0.29046903030225246
-5.0,0.2934735454251798,0.27421199487026127,0.315993720700735,0.29051643059192456
-4.0,0.29752874695397846,0.27388148560110137,0.3183851911133426,0.2982880284443482
-3.0,0.2958136823995415,0.2784910106689884,0.31901155653312496,0.3059709504205269
-2.0,0.28577931844507154,0.2601797655696707,0.31283263235840103,0.29265639403012517
-1.0,0.27771504252729884,0.22832166800226206,0.31198885431741824,0.2629860742400177
0.0,0.26165006815485115,0.2117854127087777,0.2947162046355588,0.26160547314995747
1.0,0.2515473445279854,0.2240725672556008,0.28590967232503944,0.24194221881040656
2.0,0.2534731719918697,0.22319777581451156,0.2709746359271848,0.24922119453405572
3.0,0.24894282010562474,0.22059989087090667,0.2676234398162615,0.2524722827206928
4.0,0.23455007067566003,0.20865460088248106,0.25957544706359503,0.23613404726420714
5.0,0.22277775932420274,0.1945404765427751,0.24481366864209397,0.21475243205401512
6.0,0.2068640755201333,0.18503558726263808,0.23317714724772742,0.21623055844963024
7.0,0.19589176734508187,0.17156757127735928,0.22363779956478252,0.1953059176484555
8.0,0.18698596824875163,0.14650036638170777,0.2276776194280565,0.18271474598052367
