lag_kyr,rho_median_smooth,rho_lo5_smooth,rho_hi95_smooth,rho_mean_raw
-8.0,0.4103648803019204,0.36869681670089044,0.4390921094485723,0.41571032592095164
-7.0,0.39017933520479736,0.3640632341239185,0.4167169664422138,0.3801337112816265
-6.0,0.37657357583004275,0.3516506608097729,0.3991356539711011,0.3851887744001704
-5.0,0.36239412355347883,0.3444637912470171,0.37506763813971933,0.35602073950071894
-4.0,0.3565168649246565,0.33820267609032334,0.3701115369536316,0.34127310351742407
-3.0,0.3686870591584295,0.34119398189585953,0.39097548428485585,0.3623223873176754
-2.0,0.39568935079335354,0.37220635098608934,0.4159239555114886,0.39050248293063616
-1.0,0.4198769304106814,0.40518440685610874,0.4464463129690511,0.43114465148039305
0.0,0.439790490958211,0.42498983071981694,0.4647984861433128,0.44796705690801597
1.0,0.4463504197453624,0.42625378607155323,0.4599704514622313,0.4628103317977029
2.0,0.42956543949840503,0.3985586974254137,0.45236971040073015,0.42551861514767814
3.0,0.40638700019335994,0.3808056744267389,0.42679842837752324,0.41021386835905843
4.0,0.3836347928218392,0.35563570023658425,0.4032965021963319,0.37833775051611224
5.0,0.3584915272481297,0.3380708143775359,0.3791909441095724,0.3535262322879361
6.0,0.3524225988011337,0.32438423897913204,0.3685811377930272,0.33886215863019553
7.0,0.35110884881939664,0.319627837447291,0.38123186681455273,0.34802970155156765
8.0,0.3571995406334775,0.3311639469317969,0.38734536760832833,0.3667461669450133
