LibSize,rho_obs,rho_null_median,rho_null_lo95,rho_null_hi95
77,-0.059989813116796714,-0.004674805268120471,-0.07159551189102023,0.06945398540850252
201,-0.15444537312342,-0.010280730468768352,-0.0828090405286235,0.05904023919900789
324,-0.17029606303187214,-0.0037784660307202617,-0.07505251045597248,0.07275229403948254
448,-0.20189999018495872,-0.00657948632717491,-0.08518290441071646,0.06809292496996867
571,-0.24184055753247688,-0.012159315915937469,-0.10867517852559902,0.07792369788404517
695,-0.21644675955873383,-0.006424882503482521,-0.0936750173650029,0.0875153322686226
