LibSize,rho_obs,rho_null_median,rho_null_lo95,rho_null_hi95
77,0.10491636671133277,-2.1454692169842128e-05,-0.07138816860837428,0.07231867523811564
201,0.24182414739275604,-0.006208388822864461,-0.08218126104142992,0.06637724788416705
324,0.2548565630625902,-0.003650959595324142,-0.07934524652838962,0.08130483310596857
448,0.34762525152422696,-0.005962643065557962,-0.08968485634693031,0.08864595418558328
571,0.36210292529917865,-0.005356889890615128,-0.09124176986790353,0.08561665041702374
695,0.43852958281433185,-6.17099396119287e-05,-0.09527889258460125,0.0970180737961198
