lag_kyr,rho_median_smooth,rho_lo5_smooth,rho_hi95_smooth,rho_mean_raw
-8.0,0.022768083309007175,-0.010237813818631447,0.056326575242199514,0.02050101674621789
-7.0,0.026569077089516585,0.01613371081752252,0.04898227118806354,0.03453419997257536
-6.0,0.03213270394040198,0.010205525924943306,0.046307825096841344,0.03154140545968235
-5.0,0.0333403155585808,0.00935367724491784,0.04742824698577054,0.026723508786058316
-4.0,0.029350875755537503,0.007088652077201889,0.04722197379606025,0.0338216894937932
-3.0,0.018959137179381705,0.0035864756082373273,0.040734334122989935,0.02233931722171906
-2.0,0.010053315851276941,-0.011188748225833496,0.03471592607292668,0.005260610006745549
-1.0,-0.002014548309097191,-0.01332868366059296,0.024398445033874387,0.009654813244458379
0.0,-0.006133490382500236,-0.02931105201560344,0.005810839180293403,-0.002353415306236624
1.0,-0.028781332773534736,-0.04918411037878473,-0.008760627633421187,-0.03846725165781244
2.0,-0.04001266508368451,-0.0652744673444211,-0.027405072725340266,-0.039923839282343575
3.0,-0.05373579062042099,-0.06768197193281485,-0.03709561677661082,-0.0510079393569882
4.0,-0.06860185466879354,-0.08503128664889312,-0.03045671458658376,-0.06661931976891561
5.0,-0.07399121657978669,-0.10026099854240589,-0.050569187797119816,-0.0760364563415076
6.0,-0.07870446953771607,-0.10619145413402346,-0.06344662678730505,-0.07724997556240323
7.0,-0.09235245557156893,-0.12263412816957532,-0.06236337353124678,-0.09334457828917755
8.0,-0.10560489357430804,-0.12941923659355603,-0.0740115946348575,-0.10811884113374341
