proxy,driver,driver_label,n_rows_after_dropna,lag_library_requested,lag_library_effective,lag_library_min_rows_across_lags,rho_metric_xmap_orbital,p_metric_xmap_orbital,rho_orbital_xmap_metric,p_orbital_xmap_metric,best_lag_metric_xmap_orbital_kyr,best_lag_metric_xmap_orbital_rho,best_lag_orbital_xmap_metric_kyr,best_lag_orbital_xmap_metric_rho
ch4,pre,precession,779,300,300,765,0.388161417407726,0.004975124378109453,-0.05133860236797935,0.8208955223880597,4,0.2637899583279283,8,0.04624950715217828
ch4,obl,obliquity,779,300,300,765,0.5967200660679471,0.004975124378109453,0.2782080352760058,0.004975124378109453,-4,0.44765510507582473,-8,0.3780091203728
ch4,ecc,eccentricity,779,300,300,765,0.5751987001642849,0.004975124378109453,0.5534157581147255,0.004975124378109453,8,0.4465531829045214,-6,0.5431422431809148
