age_yrBP,filtered_value,mcv_state,segment_id,is_transition_age
1000,-0.09810263579710163,0,0,0
1050,0.19124117529098428,0,0,0
1100,-0.32195619510844725,0,0,0
1150,-0.1429147924121787,0,0,0
1200,-0.12247888381119304,0,0,0
1250,0.0604094390431861,0,0,0
1300,0.14193716434187528,0,0,0
1350,-0.19405392359620083,0,0,0
1400,-0.20203944120709044,0,0,0
1450,-0.12978335954415476,0,0,0
1500,-0.03204648538194828,0,0,0
1550,-0.11120896086131338,0,0,0
1600,-0.13947244462122743,0,0,0
1650,-0.0807380153823305,0,0,0
1700,0.06025915509131059,1,1,1
1750,0.2511647601279446,1,1,0
1800,0.03043252784608467,1,1,0
1850,-0.18585241048045725,1,1,0
1900,0.009670663410579643,1,1,0
1950,0.20541083890609324,1,1,0
2000,0.4013677237188211,1,1,0
2050,0.5975407701401009,1,1,0
2100,0.1559650961294382,1,1,0
2150,0.4177766140055547,1,1,0
2200,0.3489186414598895,1,1,0
2250,0.08808735298408177,1,1,0
2300,-0.06717534160216249,1,1,0
2350,0.03924511712616266,1,1,0
2400,0.432961872587387,1,1,0
2450,0.21650995797877418,1,1,0
2500,1.048760816985024,1,1,0
2550,0.6092817977425775,1,1,0
2600,0.17000222877366145,1,1,0
2650,0.20518287691092713,1,1,0
2700,0.2786339098385257,1,1,0
2750,1.0120148214076032,1,1,0
2800,0.2313998025855397,1,1,0
2850,-0.07655181754542162,1,1,0
2900,-0.09732284383510448,1,1,0
2950,0.31994248317283613,1,1,0
3000,0.41055803994849,1,1,0
3050,0.5267740278987891,1,1,0
3100,0.7007782200680558,1,1,0
3150,0.628369686214103,1,1,0
3200,0.48319941554805446,1,1,0
3250,0.4846045924998612,1,1,0
3300,0.5692098964841863,1,1,0
3350,0.5966296584823626,1,1,0
3400,0.5352129977597324,1,1,0
3450,0.41531482689608734,1,1,0
3500,-0.0758886903262882,0,2,1
3550,-0.5669684675476547,0,2,0
3600,-0.42553094566403327,0,2,0
3650,-0.09224487620377836,0,2,0
3700,0.2554469447069003,0,2,0
3750,-0.16218785410281034,0,2,0
3800,-0.0747438000578578,0,2,0
3850,0.0177326288913493,0,2,0
3900,0.15524349455874556,0,2,0
3950,-0.14147659933557993,0,2,0
4000,-0.07817724174980858,0,2,0
4050,-0.07591099045524413,0,2,0
4100,-0.0033693784702776564,0,2,0
4150,0.3067225422934511,0,2,0
4200,-0.30957731754479617,0,2,0
4250,0.21385091259994427,0,2,0
4300,-0.267494868394211,0,2,0
4350,-0.4044079800191126,0,2,0
4400,-0.10174026621231172,0,2,0
4450,-0.25955743036554924,0,2,0
4500,0.6663903723886356,0,2,0
4550,-0.20263640162350985,0,2,0
4600,-0.15228765567024055,0,2,0
4650,0.38165967996323985,0,2,0
4700,0.11352148149256609,0,2,0
4750,-0.19058662731264822,0,2,0
4800,-0.08305534581674935,0,2,0
4850,-0.07227087499286725,0,2,0
4900,-0.1878459241408456,0,2,0
4950,0.013028210603446777,1,3,1
5000,0.05433743892661569,1,3,0
5050,0.13604046804842293,1,3,0
5100,0.15757092582245646,1,3,0
5150,0.5202991922470249,1,3,0
5200,0.0162845210107756,1,3,0
5250,-0.009188458169795785,1,3,0
5300,0.15879583082554236,1,3,0
5350,-0.03184294783308438,1,3,0
5400,-0.15697403514127783,1,3,0
5450,0.2679674141198943,1,3,0
5500,-0.26330822028378115,1,3,0
5550,-0.11029384716880965,1,3,0
5600,0.08531158168898831,1,3,0
5650,-0.5804956319934076,0,4,1
5700,-0.41984265732507264,0,4,0
5750,-0.6410437439552734,0,4,0
5800,-0.226990906966624,0,4,0
5850,-0.21487854160925648,0,4,0
5900,-0.32185208152960204,0,4,0
5950,-0.09986789686781303,0,4,0
6000,-0.1310718831353372,0,4,0
6050,-0.2617262775442394,0,4,0
6100,-0.23595377935397455,0,4,0
6150,-0.2478314105672075,0,4,0
6200,-0.06351156142608155,0,4,0
6250,-0.21730596588894904,0,4,0
6300,-0.1500847729445998,0,4,0
6350,-0.012638200291772206,0,4,0
6400,-0.04209354289884959,0,4,0
6450,-0.1792881231478718,0,4,0
6500,-0.1295156584403621,0,4,0
6550,0.2090111520842043,1,5,1
6600,0.31893785514008544,1,5,0
6650,0.35341310178959606,1,5,0
6700,0.3722006522063347,1,5,0
6750,0.03013564753829695,1,5,0
6800,0.06817700724549147,1,5,0
6850,0.4155356406244718,1,5,0
6900,0.03679763000367675,1,5,0
6950,0.3135214028397818,1,5,0
7000,0.1313587603070956,1,5,0
7050,0.1777891891046185,1,5,0
7100,-0.14413967119993518,0,6,1
7150,-0.09308087980305142,0,6,0
7200,-0.17866850343281077,0,6,0
7250,-0.09504668581030408,0,6,0
7300,-0.33815198651364764,0,6,0
7350,-0.17363419737705696,0,6,0
7400,-0.4162247041397126,0,6,0
7450,-0.2878621002721326,0,6,0
7500,-0.29336590271046253,0,6,0
7550,-0.1569264236811807,0,6,0
7600,-0.0835389272031469,0,6,0
7650,-0.2299903285473553,0,6,0
7700,-0.25869843964490696,0,6,0
7750,0.0985947553606461,0,6,0
7800,-0.3119937487743072,0,6,0
7850,-0.196030535844137,0,6,0
7900,-0.06657283515708093,0,6,0
7950,-0.13547224396313698,0,6,0
8000,-0.11461432553773102,0,6,0
8050,0.17695143043085104,1,7,1
8100,0.37916687210066224,1,7,0
8150,0.19825856076769255,1,7,0
8200,0.010115859768901142,1,7,0
8250,-0.20933659851950873,0,8,1
8300,-0.13706433601695445,0,8,0
8350,-0.09852835894308529,0,8,0
8400,-0.4240806851589825,0,8,0
8450,0.07343310503161504,0,8,0
8500,-0.1861248625178596,0,8,0
8550,-0.4786070092114693,0,8,0
8600,-0.11795185355630187,0,8,0
8650,-0.24279410147005684,0,8,0
8700,-0.3436577977048946,0,8,0
8750,-0.318724194245689,0,8,0
8800,-0.5415018394043238,0,8,0
8850,-0.3187691059308227,0,8,0
8900,-0.10398743473133518,0,8,0
8950,-0.1819518272623719,0,8,0
9000,-0.29392814334312306,0,8,0
9050,-0.5567366325273673,0,8,0
9100,0.7528329618742492,1,9,1
9150,0.7305495768473524,1,9,0
9200,0.5441469368445774,1,9,0
9250,0.2140407546605924,1,9,0
9300,-0.35807163442854384,0,10,1
9350,-0.30275816566037717,0,10,0
9400,-0.1104493086057485,0,10,0
9450,-0.11580878939628358,0,10,0
9500,-0.35082282662714637,0,10,0
9550,-0.40890887495217704,0,10,0
9600,0.35002164219813375,0,10,0
9650,0.07897072886009426,0,10,0
9700,-0.07895294041548429,0,10,0
9750,0.29591117416699686,0,10,0
9800,-0.2985003880516815,0,10,0
9850,-0.17252681604260528,0,10,0
9900,-0.07512785848221934,0,10,0
9950,0.5037023792518751,0,10,0
10000,-0.107011210218424,0,10,0
10050,-0.4276236843081368,0,10,0
10100,-0.5647249695315353,0,10,0
10150,0.09862000390796836,0,10,0
10200,-0.7076538960114712,0,10,0
10250,-0.21839706372695356,0,10,0
10300,-0.4784839799108311,0,10,0
10350,-0.402550588820004,0,10,0
10400,-0.369461142655491,0,10,0
10450,-0.18680067471725526,0,10,0
10500,-0.4282354958891684,0,10,0
10550,-0.5212227498286968,0,10,0
10600,-0.6576317400359784,0,10,0
10650,-0.5827391503527397,0,10,0
10700,0.050044239488407305,0,10,0
10750,-0.2673163608289503,0,10,0
10800,-0.6558485001810005,0,10,0
10850,0.4307231523853047,0,10,0
10900,0.27542850100511806,0,10,0
10950,-0.06013624298594342,0,10,0
11000,-0.4848025693124992,0,10,0
11050,-0.22785163362150512,0,10,0
11100,-0.2834599685868283,0,10,0
11150,-0.2619965598183144,0,10,0
11200,0.5706047644646328,1,11,1
11250,0.14397503586016644,1,11,0
11300,0.25996286082239395,1,11,0
11350,0.5264419474844845,1,11,0
11400,0.5645500252714847,1,11,0
11450,0.5914900359318349,1,11,0
11500,0.5098231358707994,1,11,0
11550,1.2895086699701577,1,11,0
11600,0.8893041575639842,1,11,0
11650,0.5463366548305659,1,11,0
11700,0.8516337127294735,1,11,0
11750,0.766175086052735,1,11,0
11800,0.7722349564420394,1,11,0
11850,1.2590552095581153,1,11,0
11900,0.6153553780739955,1,11,0
11950,0.8451744747672841,1,11,0
12000,1.0518047994507222,1,11,0
12050,1.3161351657294738,1,11,0
12100,0.9081175235102464,1,11,0
12150,0.6778557432204246,1,11,0
12200,1.0276592263835318,1,11,0
12250,0.8969021998641638,1,11,0
12300,1.2548459228459152,1,11,0
12350,1.2178247996956413,1,11,0
12400,0.8438885893041863,1,11,0
12450,0.8796611668325772,1,11,0
12500,0.47662140010529797,1,11,0
12550,0.6167495921759711,1,11,0
12600,0.36653274753548737,1,11,0
12650,0.5675068339778605,1,11,0
12700,0.26197877185074747,1,11,0
12750,0.10075916650606564,1,11,0
12800,-0.5930136555300107,0,12,1
12850,-0.4783475546433611,0,12,0
12900,-0.5396510638943757,0,12,0
12950,-1.316093378473437,0,12,0
13000,-0.22370141306246338,0,12,0
13050,-0.7135891296540193,0,12,0
13100,-0.915001017151867,0,12,0
13150,-0.7219316579691148,0,12,0
13200,-0.26957572946061037,0,12,0
13250,-0.6548280054155375,0,12,0
13300,-1.080227802062059,0,12,0
13350,-0.5209167574794604,0,12,0
13400,-1.4728366110937061,0,12,0
13450,-1.310098094373258,0,12,0
13500,-0.5892964882834206,0,12,0
13550,-1.8283227363943093,0,12,0
13600,-1.0338056692004467,0,12,0
13650,-1.903971091290076,0,12,0
13700,-1.4605108032584297,0,12,0
13750,-1.8089045649025892,0,12,0
13800,-1.1159514702857007,0,12,0
13850,-1.028204505624495,0,12,0
13900,-0.4569624815285917,0,12,0
13950,-0.099279117930137,0,12,0
14000,-0.6308028537394,0,12,0
14050,-0.9200947242118542,0,12,0
14100,-1.2078268403932475,0,12,0
14150,-0.5277182896608748,0,12,0
14200,-0.7024745650131059,0,12,0
14250,-1.209534235270421,0,12,0
14300,-0.9406362848817558,0,12,0
14350,-1.3941760423419323,0,12,0
14400,-0.6537827747907753,0,12,0
14450,-1.0031802976863993,0,12,0
14500,-0.23595225173451662,0,12,0
14550,0.002588145994486535,0,12,0
14600,-0.7033514809348764,0,12,0
14650,0.2281509171242171,1,13,1
14700,0.8678004403341919,1,13,0
14750,0.8769798597119849,1,13,0
14800,0.6480120276875447,1,13,0
14850,1.4241233238872906,1,13,0
14900,0.5570044005042387,1,13,0
14950,0.612543702256632,1,13,0
15000,0.8573295639456271,1,13,0
15050,0.9450394391654859,1,13,0
15100,1.2811984070551325,1,13,0
15150,0.6807185162974233,1,13,0
15200,0.9127017720679522,1,13,0
15250,1.2461319799874377,1,13,0
15300,1.0383605436936905,1,13,0
15350,0.7796241661730882,1,13,0
15400,1.1049331637543909,1,13,0
15450,1.3231488738975004,1,13,0
15500,0.41711816053607975,1,13,0
15550,1.7720243417417445,1,13,0
15600,0.5166436386008129,1,13,0
15650,1.2335719863844554,1,13,0
15700,0.9918690130774339,1,13,0
15750,0.6452770701897319,1,13,0
15800,1.525307158827658,1,13,0
15850,0.9931180372978462,1,13,0
15900,1.4952799726107333,1,13,0
15950,1.4325773763514342,1,13,0
16000,1.375179317527078,1,13,0
16050,1.387831270695978,1,13,0
16100,1.8050992460794402,1,13,0
16150,0.9140880507002795,1,13,0
16200,0.21504202107291015,1,13,0
16250,0.19911343218422262,1,13,0
16300,0.5917051766238057,1,13,0
16350,0.9036553853698313,1,13,0
16400,0.6431545724474772,1,13,0
16450,-0.465920310584506,1,13,0
16500,0.024339514192484035,1,13,0
16550,0.09328843223962391,1,13,0
16600,1.0507586175922505,1,13,0
16650,0.414601952186483,1,13,0
16700,0.40476544368900386,1,13,0
16750,-0.14138042679172647,1,13,0
16800,0.2224804560658844,1,13,0
16850,0.24565263343422483,1,13,0
16900,0.7949507421996403,1,13,0
16950,0.24454551481621523,1,13,0
17000,0.6133725953080464,1,13,0
17050,0.19733584864541798,1,13,0
17100,0.12019740973303461,1,13,0
17150,-0.5051224390146076,0,14,1
17200,-0.23337253475568331,0,14,0
17250,-0.6756466731886701,0,14,0
17300,-0.3607766640604848,0,14,0
17350,0.24873387587612214,0,14,0
17400,-0.1804181409419331,0,14,0
17450,-0.4491876876788997,0,14,0
17500,-0.14901883898987947,0,14,0
17550,0.5695427758739937,1,15,1
17600,0.2484911176126308,1,15,0
17650,0.5774565606376019,1,15,0
17700,0.5864685274089864,1,15,0
17750,-0.3849030894347708,1,15,0
17800,0.32578288889279605,1,15,0
17850,-0.7573070244932404,0,16,1
17900,-0.5707613259591107,0,16,0
17950,-0.5752623982564199,0,16,0
18000,-1.290547343121435,0,16,0
18050,-0.543022204165735,0,16,0
18100,-0.5066823389110124,0,16,0
18150,-0.9591751881457105,0,16,0
18200,-0.558170308110046,0,16,0
18250,-0.401693947178945,0,16,0
18300,-0.5881733027981785,0,16,0
18350,-0.3451759165123386,0,16,0
18400,-0.7616880144150591,0,16,0
18450,-0.8832620862769216,0,16,0
18500,-0.10623547942921541,0,16,0
18550,-1.0988937100745266,0,16,0
18600,-0.560573717242864,0,16,0
18650,-0.31198161943582103,0,16,0
18700,-2.1878196370347043,0,16,0
18750,-1.6074330618888553,0,16,0
18800,-1.099439569967464,0,16,0
18850,-1.4847585550757072,0,16,0
18900,-0.9343092134534685,0,16,0
18950,-0.6709549856921344,0,16,0
19000,-0.7911146656220074,0,16,0
19050,-0.3681568428347535,0,16,0
19100,-0.48120545662003933,0,16,0
19150,-0.4498620168697415,0,16,0
19200,-0.7687914616427347,0,16,0
19250,-0.004546831762836989,0,16,0
19300,-0.38733258541736204,0,16,0
19350,-0.37618285324085354,0,16,0
19400,-0.08830225492251453,0,16,0
19450,-0.11942650792704668,0,16,0
19500,-0.29245060598682526,0,16,0
19550,0.18418971355658087,0,16,0
19600,0.09447558617252305,0,16,0
19650,-0.26738087875440164,0,16,0
19700,-0.09689813809442505,0,16,0
19750,0.08586709076912014,0,16,0
19800,-0.3973660696824144,0,16,0
19850,-0.2983654800311123,0,16,0
19900,0.02711013746668578,0,16,0
19950,-0.42312047308263856,0,16,0
20000,0.21410666283779722,1,17,1
20050,0.36308542731915927,1,17,0
20100,0.029562136047608822,1,17,0
20150,0.13751937443191853,1,17,0
20200,0.0946463691592696,1,17,0
20250,-0.13494957303465505,1,17,0
20300,0.268849484918361,1,17,0
20350,0.22104669862854598,1,17,0
20400,0.13695572510665588,1,17,0
20450,0.08116623536082912,1,17,0
20500,-0.006798580163148382,1,17,0
20550,-0.3027589575639792,0,18,1
20600,-0.04985404960047807,0,18,0
20650,-0.1463414880321704,0,18,0
20700,-0.2316334392929203,0,18,0
20750,0.14185292729282384,0,18,0
20800,0.37200320897763284,0,18,0
20850,-0.03375447047385288,0,18,0
20900,-0.0872236019701196,0,18,0
20950,0.12949819373498678,1,19,1
21000,0.24110793601038166,1,19,0
21050,0.013794977588066304,1,19,0
21100,-0.12599768655177432,1,19,0
21150,-0.22746526486423707,1,19,0
21200,0.05331269117137774,1,19,0
21250,-0.019102161856398417,1,19,0
21300,0.2951021226089573,1,19,0
21350,0.2986593582807454,1,19,0
21400,0.19386848469057946,1,19,0
21450,-0.186568939514036,1,19,0
21500,-0.3137867671672888,1,19,0
21550,0.20768220558024833,1,19,0
21600,0.20041865679017862,1,19,0
21650,0.07135478326149214,1,19,0
21700,0.11829618273034044,1,19,0
21750,0.032340661992106,1,19,0
21800,0.10419639499584046,1,19,0
21850,-0.07031534120809874,1,19,0
21900,-0.026912291681317757,1,19,0
21950,0.19253461026124283,1,19,0
22000,-0.6040951915321825,1,19,0
22050,-0.28037192491013213,1,19,0
22100,0.0037986440170273694,1,19,0
22150,0.33267622958405585,1,19,0
22200,0.20140828250991105,1,19,0
22250,0.4771894229860776,1,19,0
22300,0.4070474026086002,1,19,0
22350,0.2450315744351711,1,19,0
22400,0.24909595501181786,1,19,0
22450,0.2743639740398706,1,19,0
22500,0.33479425248134886,1,19,0
22550,-0.07310180148495132,1,19,0
22600,-0.13345103689826626,1,19,0
22650,0.10837320118882249,1,19,0
22700,0.03802303549091929,1,19,0
22750,0.1450952278845312,1,19,0
22800,-0.1255958289647195,0,20,1
22850,-0.10914717977505695,0,20,0
22900,-0.3475852999940656,0,20,0
22950,0.09997328267538141,0,20,0
23000,0.12677268820520604,0,20,0
23050,0.11922235694123223,0,20,0
23100,0.10371595404607908,0,20,0
23150,-0.13443341478207205,0,20,0
23200,-0.3723687268068586,0,20,0
23250,0.2924342231996478,0,20,0
23300,-0.014993394831128104,0,20,0
23350,-0.03182691441583885,0,20,0
23400,-0.27838329225733205,0,20,0
23450,-0.12581080823435786,0,20,0
23500,-0.2435951479811873,0,20,0
23550,-0.41571781948741493,0,20,0
23600,0.044754052471934536,1,21,1
23650,-0.016728608555105245,1,21,0
23700,0.06141641077896526,1,21,0
23750,0.22011117028156213,1,21,0
23800,0.4340472886892949,1,21,0
23850,0.25279644460156947,1,21,0
23900,0.3542899794444138,1,21,0
23950,0.46049775294401424,1,21,0
24000,0.8891841936980336,1,21,0
24050,1.2281763584544743,1,21,0
24100,1.1411391935609634,1,21,0
24150,0.8693957754020625,1,21,0
24200,0.8601035137563642,1,21,0
24250,1.2918403410918677,1,21,0
24300,1.1722804425198505,1,21,0
24350,0.9158159843096008,1,21,0
24400,0.786679822689422,1,21,0
24450,0.7334997381786774,1,21,0
24500,1.0684231527413477,1,21,0
24550,1.4569256430441442,1,21,0
24600,-0.3128149211891297,0,22,1
24650,-0.12318199811619346,0,22,0
24700,-0.1340285115701203,0,22,0
24750,-0.4165502217008561,0,22,0
24800,-0.365576147592263,0,22,0
24850,-0.16469454785138715,0,22,0
24900,-0.35355157537694426,0,22,0
24950,0.236937922511665,0,22,0
25000,0.08825530854208175,0,22,0
25050,-0.22518421048094683,0,22,0
25100,-0.19254857134390568,0,22,0
25150,-0.14301932432418618,0,22,0
25200,0.018502661741675197,1,23,1
25250,0.23277225388286388,1,23,0
25300,0.2853671740375271,1,23,0
25350,-0.09812605039937972,1,23,0
25400,-0.10808414576620207,1,23,0
25450,-0.2243347204427304,1,23,0
25500,0.20206241233386923,1,23,0
25550,0.6046832847913597,1,23,0
25600,0.30426301195219607,1,23,0
25650,0.08968899475193678,1,23,0
25700,0.49906302119509577,1,23,0
25750,0.32132046928079794,1,23,0
25800,0.14265436635498174,1,23,0
25850,0.5107754963149126,1,23,0
25900,0.21914516578202253,1,23,0
25950,0.06908326072116627,1,23,0
26000,-0.17339764373575023,1,23,0
26050,-0.14141182370076222,1,23,0
26100,0.14284071626825318,1,23,0
26150,-0.03141387286840719,0,24,1
26200,-0.05084643249797122,0,24,0
26250,-0.3906437524312739,0,24,0
26300,-0.6884841106459695,0,24,0
26350,-0.7370205749375836,0,24,0
26400,0.2708294992772098,0,24,0
26450,-0.09509621437181365,0,24,0
26500,-0.4558394207392358,0,24,0
26550,-0.10867509799702124,0,24,0
26600,0.09829014578723552,0,24,0
26650,-0.09274211844757736,0,24,0
26700,-1.2367467530229737,0,24,0
26750,-0.3981249223972884,0,24,0
26800,-0.5475998295236192,0,24,0
26850,-0.3113229906895934,0,24,0
26900,-0.12578373307505752,0,24,0
26950,-0.5897542882107405,0,24,0
27000,-0.166832138879479,0,24,0
27050,-0.1194830091617835,0,24,0
27100,-0.32574340847985317,0,24,0
27150,0.013297591062815695,0,24,0
27200,-0.031143746691675578,0,24,0
27250,-0.08130020417977629,0,24,0
27300,-0.3219102308508711,0,24,0
27350,-0.08959797603833619,0,24,0
27400,-0.3617129206999006,0,24,0
27450,-0.26987035627012,0,24,0
27500,-0.2590609254416455,0,24,0
27550,-0.459958003592848,0,24,0
27600,-0.3278687063053832,0,24,0
27650,-0.5815848970609182,0,24,0
27700,-0.5805416931729139,0,24,0
27750,-0.9861650744649759,0,24,0
27800,-1.0621501448153814,0,24,0
27850,-0.8759269146948538,0,24,0
27900,-0.6880077304134025,0,24,0
27950,-0.1489896931445739,0,24,0
28000,0.1854878359939105,1,25,1
28050,0.2368540588202146,1,25,0
28100,0.08931858893859557,1,25,0
28150,0.006869708922964235,1,25,0
28200,0.13322130437084279,1,25,0
28250,-0.016784311367557092,1,25,0
28300,0.06899327503935337,1,25,0
28350,-0.402857526775402,1,25,0
28400,0.05090551891101136,1,25,0
28450,0.008166362113799619,1,25,0
28500,0.053661726659058995,1,25,0
28550,0.3044057727480982,1,25,0
28600,0.0715886940517011,1,25,0
28650,-0.3153779718866974,0,26,1
28700,-0.20584240149016375,0,26,0
28750,-0.6002419600131369,0,26,0
28800,-0.5265780657780651,0,26,0
28850,-0.8178243319656469,0,26,0
28900,-1.0218424941433075,0,26,0
28950,-0.5856665480090116,0,26,0
29000,-1.3042742196062524,0,26,0
29050,-1.0403951110683032,0,26,0
29100,-1.0239459134053912,0,26,0
29150,-0.20480322301357756,0,26,0
29200,-0.04885903604455899,0,26,0
29250,-0.1417254982391304,0,26,0
29300,-0.24108177778432505,0,26,0
29350,-0.12005787625712283,0,26,0
29400,0.043308205342816875,1,27,1
29450,0.3219681456241441,1,27,0
29500,0.47994090925701194,1,27,0
29550,0.5231853689849804,1,27,0
29600,-0.07208207999009941,1,27,0
29650,0.6680112703015417,1,27,0
29700,0.41644860751163804,1,27,0
29750,0.5511062933760149,1,27,0
29800,0.4492248412121519,1,27,0
29850,0.6881798289443597,1,27,0
29900,0.3083362035617893,1,27,0
29950,0.689625220653602,1,27,0
30000,0.36152491521152064,1,27,0
30050,0.39787992677953943,1,27,0
30100,0.9048025789693352,1,27,0
30150,0.643932439918455,1,27,0
30200,0.4091108351434829,1,27,0
30250,0.508333779044177,1,27,0
30300,0.32464707683804306,1,27,0
30350,0.3661032621496699,1,27,0
30400,0.345002272357254,1,27,0
30450,0.17664314407557088,1,27,0
30500,0.12037110857162348,1,27,0
30550,0.16247288023567083,1,27,0
30600,0.30172183280034515,1,27,0
30650,0.11652852073796155,1,27,0
30700,-0.2950556294462314,0,28,1
30750,-0.5435668841707679,0,28,0
30800,-0.503973298712837,0,28,0
30850,-0.2898158077557319,0,28,0
30900,-0.05826829663023286,0,28,0
30950,0.1915365926222338,1,29,1
31000,0.1409917369904081,1,29,0
31050,0.24894212100934765,1,29,0
31100,0.07998431394392147,1,29,0
31150,0.14704557369772858,1,29,0
31200,0.0834146751331365,1,29,0
31250,0.04563919372172537,1,29,0
31300,0.09423825397809671,1,29,0
31350,0.060488070724341425,1,29,0
31400,0.2285631784199571,1,29,0
31450,0.2846725177885418,1,29,0
31500,0.21026341614174818,1,29,0
31550,0.3566826974044783,1,29,0
31600,0.46343036050163017,1,29,0
31650,0.4425228457932954,1,29,0
31700,0.2639453610172612,1,29,0
31750,0.45478836195413724,1,29,0
31800,0.6782405991151171,1,29,0
31850,0.6551057040691863,1,29,0
31900,0.4170168897306892,1,29,0
31950,0.1622771088883923,1,29,0
32000,0.07517568987358314,1,29,0
32050,-0.13417863932784524,0,30,1
32100,-0.32671203572755103,0,30,0
32150,-0.4447897766181853,0,30,0
32200,-0.43942750310423784,0,30,0
32250,-0.3710977601720845,0,30,0
32300,-0.18402986770164492,0,30,0
32350,-0.3576677053508328,0,30,0
32400,-0.7094220441533087,0,30,0
32450,-0.5057283923384233,0,30,0
32500,-0.9239811331276027,0,30,0
32550,-0.6246320682575623,0,30,0
32600,-0.7447237060626014,0,30,0
32650,-0.45688427251398656,0,30,0
32700,0.520607634848057,1,31,1
32750,0.4564651540109725,1,31,0
32800,0.5948286905982433,1,31,0
32850,0.5266494445562205,1,31,0
32900,0.29431543797934534,1,31,0
32950,0.25573446269953004,1,31,0
33000,0.41470880175857994,1,31,0
33050,0.40706531525875467,1,31,0
33100,0.3559054365780351,1,31,0
33150,0.2557311523900127,1,31,0
33200,0.43670842595873804,1,31,0
33250,0.5166390781637484,1,31,0
33300,0.48899139519563506,1,31,0
33350,0.2452506703033846,1,31,0
33400,0.05836916818129517,1,31,0
33450,-0.05899964191514201,0,32,1
33500,-0.24886651509432783,0,32,0
33550,-0.3777773332383618,0,32,0
33600,-0.35689968514884984,0,32,0
33650,-0.3465024478222967,0,32,0
33700,-0.31025007149793854,0,32,0
33750,-0.22363374244916606,0,32,0
33800,-0.0985431619564672,0,32,0
33850,-0.15061028852389946,0,32,0
33900,-0.3759880574214624,0,32,0
33950,-0.7209897093529527,0,32,0
34000,-0.3473714143144577,0,32,0
34050,0.14544965999229664,1,33,1
34100,0.3939774269832663,1,33,0
34150,0.640891927450472,1,33,0
34200,0.6215205214694565,1,33,0
34250,0.3478792552144904,1,33,0
34300,0.4606002289072163,1,33,0
34350,0.5102675215875007,1,33,0
34400,0.45329501673967587,1,33,0
34450,0.42708144284951344,1,33,0
34500,0.3947225049227252,1,33,0
34550,0.4809840261926924,1,33,0
34600,0.23672786983541286,1,33,0
34650,-0.05664474461069896,0,34,1
34700,-0.053815137596050666,0,34,0
34750,-0.15917851174575942,0,34,0
34800,-0.25850365855918706,0,34,0
34850,-0.3498733719638053,0,34,0
34900,-0.2507068344046649,0,34,0
34950,-0.2996093375576746,0,34,0
35000,-0.6009959151825196,0,34,0
35050,-0.8867249910485628,0,34,0
35100,-1.090383190743164,0,34,0
35150,-0.9954848361950895,0,34,0
35200,-0.7921277816714678,0,34,0
35250,-0.5257543902191295,0,34,0
35300,-0.27520688242885755,0,34,0
35350,-0.40073315793746567,0,34,0
35400,-0.577188065271954,0,34,0
35450,-0.6668142698919237,0,34,0
35500,-0.6361557462480107,0,34,0
35550,0.10692931864841704,1,35,1
35600,0.30279933657720826,1,35,0
35650,0.3282528193066325,1,35,0
35700,0.37768144024320727,1,35,0
35750,0.1432545335660264,1,35,0
35800,0.1786144536559558,1,35,0
35850,0.27336081381056465,1,35,0
