transition_age_yrBP
1700
3500
4950
5650
6550
7100
8050
8250
9100
9300
11200
12800
14650
17150
17550
17850
20000
20550
20950
22800
23600
24600
25200
26150
28000
28650
29400
30700
30950
32050
32700
33450
34050
34650
35550
36650
38350
40000
41700
42450
43650
44600
45050
45750
47300
48950
49650
50600
53800
55300
55650
56500
58600
58800
59800
63600
65550
68700
69150
70150
72300
73350
75650
77550
78350
78950
79750
80100
80350
81400
84150
84800
84950
88400
90050
90400
91100
94500
96550
99150
102250
104650
105000
106350
108500
111350
114850
115150
115400
117600
118450
120950
122700
126300
128950
133300
133950
135550
137800
138600
138900
139200
141000
142650
143100
144000
144500
144700
149050
151050
151900
155950
157600
157750
157950
158800
160550
162100
163750
165250
168750
171350
173150
174900
178150
180800
183900
184250
186400
187100
190050
191850
192900
193300
195800
196500
199050
201350
206500
209250
211550
212850
216600
217250
218850
221100
226450
228650
231450
234200
236000
239200
242000
246400
248800
250100
251200
253850
254600
256100
258600
261650
264100
267000
267600
268950
272900
276450
279000
281050
283700
286300
288500
291100
293950
297900
301150
303700
306050
308500
313150
314450
316350
318100
322100
330900
334300
336400
337600
341000
344400
349300
351300
356300
357150
364300
365600
367350
368100
369300
370700
372650
377250
379100
385600
389650
391200
392200
393600
398850
402050
411050
417800
423100
426050
430050
434550
439050
441200
445400
447550
448250
449850
453100
456050
457550
458600
460200
463150
467600
472800
474950
477050
479650
483600
493250
496150
500350
504100
509400
521000
522000
531300
534900
541100
546000
548200
550450
553500
554300
555550
556900
559050
560500
562900
565600
573300
579150
580750
581450
583100
584150
584750
585750
587850
590150
593700
597900
600850
607950
611150
615350
618700
623600
626300
626450
627600
629150
630050
631800
633350
635200
638000
640100
