dt_yr,amp_sigma,min_persistence_yr,tol_yr,n_detected,n_ref,n_matched,recall,precision,f1,median_abs_age_error_yr,mean_abs_age_error_yr,addition_ratio_vs_ref
50.0,0.75,80.0,100.0,64.0,68.0,18.0,0.2647058823529412,0.28125,0.27272727272727276,59.0,59.111111111111114,-0.05882352941176472
50.0,0.5,110.0,200.0,78.0,68.0,25.0,0.36764705882352944,0.32051282051282054,0.34246575342465757,80.0,74.24,0.1470588235294117
50.0,0.5,110.0,300.0,78.0,68.0,35.0,0.5147058823529411,0.44871794871794873,0.4794520547945206,99.0,125.71428571428571,0.1470588235294117
