te_xy,p_xy,te_yx,p_yx,sig_xy,sig_yx,sig_unidirectional,target_name,target_label,driver,discretization_method,forcing_bins,target_bins,te_k,n_aligned,age_min_yr_bp,age_max_yr_bp
0.0011688468056209704,0.12687312687312688,0.0006448697904303838,0.5504495504495505,False,False,False,ch4,CH4 millennial variability,pre,hist,6,2,1,12781,1000.0,640000.0
0.0008543600976940913,0.3626373626373626,0.0008276749500597976,0.3336663336663337,False,False,False,ch4,CH4 millennial variability,obl,hist,6,2,1,12781,1000.0,640000.0
0.00210791365116919,0.000999000999000999,0.0003509209572595366,0.9790209790209791,True,False,True,ch4,CH4 millennial variability,ecc,hist,6,2,1,12781,1000.0,640000.0
0.0006933672139469905,0.7072927072927073,0.0011664669045626098,0.07292707292707293,False,False,False,monsoon,Monsoon d18O millennial variability,pre,hist,6,2,1,12781,1000.0,640000.0
0.0027950214514814134,0.000999000999000999,0.00044305034582583754,0.8541458541458542,True,False,True,monsoon,Monsoon d18O millennial variability,obl,hist,6,2,1,12781,1000.0,640000.0
0.0022710029694812976,0.000999000999000999,0.0008834776128963299,0.20679320679320679,True,False,True,monsoon,Monsoon d18O millennial variability,ecc,hist,6,2,1,12781,1000.0,640000.0
