dt_yr,amp_sigma,min_persistence_yr,tol_yr,n_detected,n_ref,n_matched,recall,precision,f1,median_abs_age_error_yr,mean_abs_age_error_yr
50,0.1,150.0,100,79,68,13,0.19117647058823528,0.16455696202531644,0.17687074829931973,40.0,45.30769230769231
50,0.1,150.0,200,79,68,27,0.39705882352941174,0.34177215189873417,0.3673469387755102,109.0,104.03703703703704
50,0.1,150.0,300,79,68,35,0.5147058823529411,0.4430379746835443,0.4761904761904762,150.0,141.65714285714284
50,0.1,200.0,100,65,68,11,0.16176470588235295,0.16923076923076924,0.16541353383458646,40.0,46.27272727272727
50,0.1,200.0,200,65,68,23,0.3382352941176471,0.35384615384615387,0.3458646616541354,109.0,106.47826086956522
50,0.1,200.0,300,65,68,30,0.4411764705882353,0.46153846153846156,0.45112781954887216,150.5,138.3
50,0.1,300.0,100,57,68,9,0.1323529411764706,0.15789473684210525,0.144,50.0,52.22222222222222
50,0.1,300.0,200,57,68,21,0.3088235294117647,0.3684210526315789,0.33599999999999997,119.0,114.76190476190476
50,0.1,300.0,300,57,68,27,0.39705882352941174,0.47368421052631576,0.432,151.0,143.7037037037037
50,0.1,400.0,100,53,68,8,0.11764705882352941,0.1509433962264151,0.1322314049586777,46.0,52.5
50,0.1,400.0,200,53,68,18,0.2647058823529412,0.33962264150943394,0.2975206611570248,124.0,114.5
50,0.1,400.0,300,53,68,24,0.35294117647058826,0.4528301886792453,0.3966942148760331,155.5,147.125
50,0.1,500.0,100,41,68,7,0.10294117647058823,0.17073170731707318,0.12844036697247704,41.0,55.57142857142857
50,0.1,500.0,200,41,68,14,0.20588235294117646,0.34146341463414637,0.2568807339449541,103.0,110.0
50,0.1,500.0,300,41,68,20,0.29411764705882354,0.4878048780487805,0.36697247706422015,160.5,150.5
50,0.2,0.0,100,87,68,15,0.22058823529411764,0.1724137931034483,0.19354838709677422,40.0,45.266666666666666
50,0.2,0.0,200,87,68,31,0.45588235294117646,0.3563218390804598,0.39999999999999997,109.0,103.80645161290323
50,0.2,0.0,300,87,68,38,0.5588235294117647,0.4367816091954023,0.4903225806451613,129.5,133.8684210526316
50,0.2,80.0,100,83,68,15,0.22058823529411764,0.18072289156626506,0.1986754966887417,40.0,45.266666666666666
50,0.2,80.0,200,83,68,31,0.45588235294117646,0.37349397590361444,0.4105960264900662,109.0,103.80645161290323
50,0.2,80.0,300,83,68,38,0.5588235294117647,0.4578313253012048,0.5033112582781457,129.5,133.8684210526316
50,0.2,90.0,100,83,68,15,0.22058823529411764,0.18072289156626506,0.1986754966887417,40.0,45.266666666666666
50,0.2,90.0,200,83,68,31,0.45588235294117646,0.37349397590361444,0.4105960264900662,109.0,103.80645161290323
50,0.2,90.0,300,83,68,38,0.5588235294117647,0.4578313253012048,0.5033112582781457,129.5,133.8684210526316
50,0.2,100.0,100,83,68,15,0.22058823529411764,0.18072289156626506,0.1986754966887417,40.0,45.266666666666666
50,0.2,100.0,200,83,68,31,0.45588235294117646,0.37349397590361444,0.4105960264900662,109.0,103.80645161290323
50,0.2,100.0,300,83,68,38,0.5588235294117647,0.4578313253012048,0.5033112582781457,129.5,133.8684210526316
50,0.2,110.0,100,71,68,13,0.19117647058823528,0.18309859154929578,0.18705035971223022,40.0,45.30769230769231
50,0.2,110.0,200,71,68,26,0.38235294117647056,0.36619718309859156,0.37410071942446044,104.0,100.6923076923077
50,0.2,110.0,300,71,68,34,0.5,0.4788732394366197,0.48920863309352514,144.5,140.2058823529412
50,0.2,120.0,100,71,68,13,0.19117647058823528,0.18309859154929578,0.18705035971223022,40.0,45.30769230769231
50,0.2,120.0,200,71,68,26,0.38235294117647056,0.36619718309859156,0.37410071942446044,104.0,100.6923076923077
50,0.2,120.0,300,71,68,34,0.5,0.4788732394366197,0.48920863309352514,144.5,140.2058823529412
50,0.2,130.0,100,71,68,13,0.19117647058823528,0.18309859154929578,0.18705035971223022,40.0,45.30769230769231
50,0.2,130.0,200,71,68,26,0.38235294117647056,0.36619718309859156,0.37410071942446044,104.0,100.6923076923077
50,0.2,130.0,300,71,68,34,0.5,0.4788732394366197,0.48920863309352514,144.5,140.2058823529412
50,0.2,140.0,100,71,68,13,0.19117647058823528,0.18309859154929578,0.18705035971223022,40.0,45.30769230769231
50,0.2,140.0,200,71,68,26,0.38235294117647056,0.36619718309859156,0.37410071942446044,104.0,100.6923076923077
50,0.2,140.0,300,71,68,34,0.5,0.4788732394366197,0.48920863309352514,144.5,140.2058823529412
50,0.2,150.0,100,71,68,13,0.19117647058823528,0.18309859154929578,0.18705035971223022,40.0,45.30769230769231
50,0.2,150.0,200,71,68,26,0.38235294117647056,0.36619718309859156,0.37410071942446044,104.0,100.6923076923077
50,0.2,150.0,300,71,68,34,0.5,0.4788732394366197,0.48920863309352514,144.5,140.2058823529412
50,0.2,200.0,100,61,68,11,0.16176470588235295,0.18032786885245902,0.17054263565891475,40.0,46.27272727272727
50,0.2,200.0,200,61,68,23,0.3382352941176471,0.3770491803278688,0.3565891472868217,109.0,106.47826086956522
50,0.2,200.0,300,61,68,30,0.4411764705882353,0.4918032786885246,0.46511627906976744,150.5,138.3
50,0.2,300.0,100,55,68,9,0.1323529411764706,0.16363636363636364,0.1463414634146341,50.0,52.22222222222222
50,0.2,300.0,200,55,68,21,0.3088235294117647,0.38181818181818183,0.34146341463414637,119.0,114.76190476190476
50,0.2,300.0,300,55,68,27,0.39705882352941174,0.4909090909090909,0.43902439024390244,151.0,143.7037037037037
50,0.2,400.0,100,51,68,8,0.11764705882352941,0.1568627450980392,0.13445378151260504,46.0,52.5
50,0.2,400.0,200,51,68,18,0.2647058823529412,0.35294117647058826,0.3025210084033613,124.0,114.5
50,0.2,400.0,300,51,68,24,0.35294117647058826,0.47058823529411764,0.4033613445378152,155.5,147.125
50,0.2,500.0,100,41,68,7,0.10294117647058823,0.17073170731707318,0.12844036697247704,41.0,55.57142857142857
50,0.2,500.0,200,41,68,14,0.20588235294117646,0.34146341463414637,0.2568807339449541,103.0,110.0
50,0.2,500.0,300,41,68,20,0.29411764705882354,0.4878048780487805,0.36697247706422015,160.5,150.5
