metric,driver,E,tau,downsample_yr,n_surrogates,terminal_library_size,rho_metric_xmap_orbital,p_metric_xmap_orbital,sig_metric_xmap_orbital,rho_orbital_xmap_metric,p_orbital_xmap_metric,sig_orbital_xmap_metric
warmings,pre,4,-2,1000,200,695,0.1882224622752969,0.004975124378109453,True,-0.0007679496451887051,0.5422885572139303,False
warmings,obl,4,-2,1000,200,695,0.17049986353939056,0.004975124378109453,True,0.2662150048706737,0.004975124378109453,True
warmings,ecc,4,-2,1000,200,695,0.19904967769407958,0.004975124378109453,True,0.5022396214387443,0.004975124378109453,True
cold_fraction,pre,4,-2,1000,200,695,0.07664190166884556,0.04975124378109453,True,0.15483822920983664,0.004975124378109453,True
cold_fraction,obl,4,-2,1000,200,695,0.13940736117601593,0.004975124378109453,True,-0.01081083397676813,0.572139303482587,False
cold_fraction,ecc,4,-2,1000,200,695,0.23201006974520313,0.004975124378109453,True,0.42905162495523363,0.004975124378109453,True
mean_cold_duration_kyr,pre,4,-2,1000,200,695,0.4666983146124797,0.004975124378109453,True,-0.06418877987384604,0.900497512437811,False
mean_cold_duration_kyr,obl,4,-2,1000,200,695,0.6050024382566216,0.004975124378109453,True,0.329611619070492,0.004975124378109453,True
mean_cold_duration_kyr,ecc,4,-2,1000,200,695,0.6431909144643895,0.004975124378109453,True,0.5587553430766998,0.004975124378109453,True
